# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 3.5.32 - Jun. 17, 2025
# Instrument: PSI_DMC.instr
# Ncount: 1000
# Trace: no
# Gravitation: no
# Seed: 1752176084193800
# Directory: PSI_DMC_20250710_213444
# Param: lambda=2.5666
# Param: R=0.87
# Param: R_curve=0.87
# Param: filename=Na2Ca3Al2F14.laz
# Param: D_PHI=6
# Param: SHIFT=0
# Param: PACK=0.7
# Param: Dw=0.8
# Param: BARNS=1
# Param: SPLITS=58
# Date: Thu Jul 10 21:34:47 2025 (1752176087)
# type: array_1d(400)
# Source: PSI_DMC (PSI_DMC.instr)
# component: Detector
# position: 1.99381 0 51.0721
# title: Longitude [deg] monitor
# Ncount: 1000
# filename: detector.dat
# statistics: X0=71.8569; dX=17.8386;
# signal: Min=0; Max=196.279; Mean=6.57797;
# values: 2631.19 290.453 285
# xvar: th
# yvar: (I,I_err)
# xlabel: Longitude [deg]
# ylabel: Intensity [n/s/bin]
# xlimits: 19.9 99.9
# variables: th I I_err N
20 0 0 0 
20.2 1.680593114 1.680593114 1 
20.4 1.67521946 2.051400955 2 
20.6 0.0003882885454 0.0002745641721 2 
20.8 4.083329284e-14 5.001036598e-14 2 
21 0 0 0 
21.2 0 0 0 
21.4 0 0 0 
21.6 0 0 0 
21.8 0 0 0 
22 0 0 0 
22.2 0 0 0 
22.4 0 0 0 
22.6 0 0 0 
22.8 0 0 0 
23 0 0 0 
23.2 0 0 0 
23.4 0 0 0 
23.6 0 0 0 
23.8 0 0 0 
24 0 0 0 
24.2 0 0 0 
24.4 0 0 0 
24.6 0 0 0 
24.8 0 0 0 
25 0 0 0 
25.2 0 0 0 
25.4 0 0 0 
25.6 0 0 0 
25.8 0 0 0 
26 0 0 0 
26.2 0 0 0 
26.4 0 0 0 
26.6 0 0 0 
26.8 0 0 0 
27 0 0 0 
27.2 0 0 0 
27.4 0 0 0 
27.6 0 0 0 
27.8 0 0 0 
28 0 0 0 
28.2 0 0 0 
28.4 0 0 0 
28.6 0 0 0 
28.8 6.550892423 6.550892423 1 
29 21.47055008 12.99993221 5 
29.2 6.905451561 6.905451561 1 
29.4 6.130856015e-47 6.130856015e-47 1 
29.6 0 0 0 
29.8 0 0 0 
30 0 0 0 
30.2 0 0 0 
30.4 0 0 0 
30.6 0 0 0 
30.8 0 0 0 
31 0 0 0 
31.2 0 0 0 
31.4 0 0 0 
31.6 0 0 0 
31.8 0 0 0 
32 0 0 0 
32.2 0 0 0 
32.4 0 0 0 
32.6 0 0 0 
32.8 0 0 0 
33 0 0 0 
33.2 0 0 0 
33.4 0 0 0 
33.6 0 0 0 
33.8 0 0 0 
34 0 0 0 
34.2 0 0 0 
34.4 0 0 0 
34.6 0 0 0 
34.8 0 0 0 
35 0 0 0 
35.2 0 0 0 
35.4 0 0 0 
35.6 36.20851234 18.11002348 4 
35.8 28.65270758 17.35217701 6 
36 2.295200998e-13 2.295200998e-13 1 
36.2 0 0 0 
36.4 0 0 0 
36.6 0 0 0 
36.8 0 0 0 
37 0 0 0 
37.2 0 0 0 
37.4 0 0 0 
37.6 0 0 0 
37.8 0 0 0 
38 0 0 0 
38.2 0 0 0 
38.4 0 0 0 
38.6 0 0 0 
38.8 0 0 0 
39 0 0 0 
39.2 0 0 0 
39.4 73.51695771 73.51695771 1 
39.6 0 0 0 
39.8 0 0 0 
40 0 0 0 
40.2 0 0 0 
40.4 0 0 0 
40.6 0 0 0 
40.8 0 0 0 
41 0 0 0 
41.2 0 0 0 
41.4 133.2943529 47.67009869 10 
41.6 54.30811966 31.35585656 3 
41.8 4.412602449e-13 4.412602449e-13 1 
42 1.539170469e-46 1.539170469e-46 1 
42.2 0 0 0 
42.4 0 0 0 
42.6 0 0 0 
42.8 0 0 0 
43 0 0 0 
43.2 0 0 0 
43.4 0 0 0 
43.6 0 0 0 
43.8 0 0 0 
44 0 0 0 
44.2 0 0 0 
44.4 0 0 0 
44.6 0 0 0 
44.8 0 0 0 
45 0 0 0 
45.2 0 0 0 
45.4 6.841517704e-46 6.841517704e-46 1 
45.6 0 0 0 
45.8 0 0 0 
46 0 0 0 
46.2 0 0 0 
46.4 0.4695849816 0.4695849816 1 
46.6 20.3627952 6.802169747 14 
46.8 2.615656194 2.615656194 1 
47 6.402644455e-14 6.402644455e-14 1 
47.2 6.529952652e-14 6.529952652e-14 1 
47.4 0 0 0 
47.6 0 0 0 
47.8 0 0 0 
48 0 0 0 
48.2 0 0 0 
48.4 0 0 0 
48.6 0 0 0 
48.8 0 0 0 
49 0 0 0 
49.2 0 0 0 
49.4 0 0 0 
49.6 0 0 0 
49.8 1.965561379e-12 1.965561379e-12 1 
50 0 0 0 
50.2 0 0 0 
50.4 0 0 0 
50.6 0 0 0 
50.8 0 0 0 
51 0 0 0 
51.2 0 0 0 
51.4 104.1430571 86.87327833 6 
51.6 0 0 0 
51.8 0 0 0 
52 4.122980938e-47 4.122980938e-47 1 
52.2 0 0 0 
52.4 0 0 0 
52.6 0 0 0 
52.8 0 0 0 
53 0 0 0 
53.2 0 0 0 
53.4 1.896907173e-12 1.896907173e-12 1 
53.6 0 0 0 
53.8 0 0 0 
54 0 0 0 
54.2 0 0 0 
54.4 0 0 0 
54.6 74.22098546 74.22098546 1 
54.8 0 0 0 
55 0 0 0 
55.2 0 0 0 
55.4 0 0 0 
55.6 0 0 0 
55.8 17.14053047 9.282970208 5 
56 26.27769239 10.80580569 8 
56.2 0 0 0 
56.4 5.026682624e-14 6.156403764e-14 2 
56.6 4.56493189e-47 4.56493189e-47 1 
56.8 0 0 0 
57 0 0 0 
57.2 0 0 0 
57.4 0 0 0 
57.6 0 0 0 
57.8 0 0 0 
58 0 0 0 
58.2 0 0 0 
58.4 0 0 0 
58.6 0 0 0 
58.8 0 0 0 
59 0 0 0 
59.2 0 0 0 
59.4 0 0 0 
59.6 0 0 0 
59.8 0 0 0 
60 12.49704001 9.543592119 4 
60.2 20.045313 11.58516983 3 
60.4 21.27420322 12.28304735 3 
60.6 1.707868128e-13 1.707868128e-13 1 
60.8 5.811719715e-47 5.811719715e-47 1 
61 0 0 0 
61.2 0 0 0 
61.4 0 0 0 
61.6 0 0 0 
61.8 0 0 0 
62 0 0 0 
62.2 0 0 0 
62.4 0 0 0 
62.6 0 0 0 
62.8 0 0 0 
63 0 0 0 
63.2 0 0 0 
63.4 0 0 0 
63.6 0 0 0 
63.8 1.208652412e-05 1.208652412e-05 1 
64 29.56975714 22.42085962 5 
64.2 28.4646026 21.10820883 6 
64.4 76.62621185 34.81832836 6 
64.6 3.656114278e-13 3.656114278e-13 1 
64.8 3.780397268e-13 4.330820923e-13 3 
65 1.371053925e-46 1.664151187e-46 2 
65.2 0 0 0 
65.4 0 0 0 
65.6 0 0 0 
65.8 0 0 0 
66 6.072838993 6.072838993 1 
66.2 0 0 0 
66.4 0 0 0 
66.6 0 0 0 
66.8 0 0 0 
67 0 0 0 
67.2 0 0 0 
67.4 0 0 0 
67.6 0 0 0 
67.8 20.09913132 14.21224142 2 
68 39.88281535 20.45548892 5 
68.2 49.49352179 22.14859824 5 
68.4 22.93139497 16.76424867 3 
68.6 72.51441403 72.51441403 1 
68.8 3.643016535e-46 1.821771475e-46 4 
69 0 0 0 
69.2 0 0 0 
69.4 0 0 0 
69.6 0 0 0 
