# Format: McCode with text headers
# URL: http://www.mccode.org
# Creator: McStas 3.5.32 - Jun. 17, 2025
# Instrument: PSI_DMC.instr
# Ncount: 1000
# Trace: no
# Gravitation: no
# Seed: 1752176084193800
# Directory: PSI_DMC_20250710_213444
# Param: lambda=2.5666
# Param: R=0.87
# Param: R_curve=0.87
# Param: filename=Na2Ca3Al2F14.laz
# Param: D_PHI=6
# Param: SHIFT=0
# Param: PACK=0.7
# Param: Dw=0.8
# Param: BARNS=1
# Param: SPLITS=58
# Date: Thu Jul 10 21:34:47 2025 (1752176087)
# type: array_2d(128, 128)
# Source: PSI_DMC (PSI_DMC.instr)
# component: PSDbefore_guides
# position: 0 0 1.49999
# title: PSD monitor
# Ncount: 1000
# filename: PSDbefore_guides.dat
# statistics: X0=0.00926043; dX=0.568569; Y0=-0.00580082; dY=3.46404;
# signal: Min=0; Max=5.11151e+06; Mean=155212;
# values: 2.543e+09 8.04173e+07 1000
# xvar: X 
# yvar: Y 
# xlabel: X position [cm]
# ylabel: Y position [cm]
# zvar: I
# zlabel: Signal per bin
# xylimits: -1 1 -6 6
# variables: I I_err N
# Data [PSDbefore_guides/PSDbefore_guides.dat] I:
0 0 0 0 0 0 0 0 2530578.976 0 0 0 0 0 0 0 0 0 0 0 2557715.576 0 0 0 2550767.626 0 0 0 0 0 0 0 2539295.376 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2518723.832 0 0 0 0 0 2528122.893 0 0 2543118.754 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2538621.964 0 0 0 2546849.563 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2524413.529 2557855.616 2550456.337 0 0 0 0 0 0 2543639.618 0 0 0 0 0 0 0 0 0 0 0 0 0 2503724.29 0 0 0 0 0 0 0 0 0 0 0 0 2549441.037 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2516265.741 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2538638.792 0 0 0 0 0 0 0 0 2539481.847 0 0 0 0 0 0 0 0 0 2542226.06 2525554.977 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2541432.258 0 0 2541863.156 0 0 0 0 2519088.502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2509112.801 0 0 0 0 0 0 0 0 0 2538876.672 0 0 0 0 0 0 0 0 0 0 2552419.209 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2556026.299 0 0 0 0 0 0 0 0 2540227.616 0 0 0 0 0 0 0 0 0 0 0 2546957.268 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 2545714.91 0 0 0 0 0 0 0 0 0 0 2542120.523 0 0 0 0 2553486.304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2512776.808 0 0 0 0 0 0 0 2550906.821 0 0 2550606.137 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2528495.463 0 0 0 0 0 0 0 0 0 0 0 0 0 2517315.048 0 2543295.417 0 0 2545846.772 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2513540.749 2553981.133 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2519668.006 0 0 0 0 0 2529368.402 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2541057.701 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2536540.547 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 2540130.008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2544330.18 0 0 0 2534428.669 0 0 0 0 2551750.482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2560663.518 0 0 0 0 0 0 0 0 0 0 0 2551670.415 5057880.897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2526601.111 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2539681.779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2544182.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 2556670.15 0 0 0 0 0 0 0 0 0 0 2539581.762 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2556164.619 0 0 0 2534452.596 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2545432.126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2549903.687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2543881.519 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 2535389.922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2511465.668 0 0 0 0 0 0 0 0 2522899.838 0 0 0 0 0 0 0 2545315.356 0 0 0 0 0 2515468.54 0 5089205.883 0 0 0 0 0 0 0 2547236.804 0 0 0 2543053.443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2546935.924 0 0 0 0 0 0 2537274.162 0 0 0 0 0 0 0 2530356.568 0 0 0 0 0 2555429.294 0 0 0 0 0 0 0 0 0 0 0 0 0 2504420.863 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 2538571.345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2556677.209 0 0 2517287.781 0 2558598.346 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2547662.316 0 0 0 0 0 0 0 0 0 0 2515646.301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2510762.609 2515714.131 0 2544248.606 0 0 0 0 0 0 2544560.316 0 0 0 0 0 0 0 2549422.068 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
